,Speaker,Text
34606,Sheldon,I’m not sure how to respond Leonard. I don’t own Amy. Can’t own a person. At least not since? 1863. President Lincoln freed the? Slaves! Come on Leonard if you’re going to teach history these are the kind of facts you’ll have to know.
34607,Sheldon,Yeah excuse me Penny but in this room you’re the one who’s peculiar.
34608,Penny,I know I know. Zzzzzzzz.
34609,Sheldon,I’m not sorry. That’s true.
34610,Leonard,You didn’t?
34611,Howard,This is a treat what brings you guys by?
34612,Sheldon,So until Amy’s apartment is fixed she and I are living here together.
34613,Leonard,You know what? This bottle was meant to celebrate an achievement. Let’s make a pact. When one of us gets their first big breakthrough we’ll celebrate by opening this bottle of champagne and toasting Professor Abbott.
34614,Penny,Anyway I was talking to Leonard this morning and I think he feels really bad about it.
34615,Sheldon,Fine. I’ll just give them the finger.
34616,Raj,Well it’s too late.
34618,Penny,Uh for starters maybe you can not psychoanalyze everything I say?
34619,Sheldon,I guess we’ll call this a draw.
34620,Sheldon,I see what you’re doing. You accept an invitation to a party at the home of my sworn enemy he tells everyone we’re going to be there and when we don’t show he looks the fool. Fiendishly clever.
34621,Sheldon,Superman doesn’t sweat on Earth.
34622,Penny,Okay just tell me is it too soon to join a quest to the Black Castle?
34623,Sheldon,And I have nothing to contribute to this conversation. Because I too know absolutely nothing about Priya’s preferences in male companionship. And with that I will re-zip my lip.
34624,Sheldon,I’m sorry but could you be more specific?
34625,Howard,So how did you two meet?
34626,Howard,Yeah well I love her.
34627,Sheldon,Really?
34628,Leonard,Thank you.
34629,Leonard,Penny you know those are real right?
34630,Leonard,We were in here first you can’t be in here.
34631,Penny,Uh-huh yeah do I stay in the jungle or go towards the beach?
34632,Sheldon,Excellent choice.
34633,Sheldon, LeVar Burton?
34634,Sheldon,No thank you. I’m not eating pizza tonight.
34635,Penny,How about this?
34636,Penny,Girls.
34637,Leonard,You are it’s just…
34638,Raj,Exactly what I expected. Two people forcing their ideas on me and only one gentleman who could be bothered to ask me what my thoughts were. You two are out. Congratulations Leonard you’re on the team.
34639,Raj,Dude! Everybody left an hour ago! Surprise!
34640,Sheldon,I’m looking at the math and I think we can make the device between eight and ten percent smaller.
34641,Sheldon,Well by that logic I should be with someone short dull and needy eh? Not to cast aspersions but I can’t shake a stick around here without hitting that.
34642,Sheldon,Is that true?
34643,Penny,Soft kitty warm kitty little ball of fur.
34644,Sheldon,Professor Proton it’s an honour to meet you.
34645,Sheldon,What exactly is it you do? I know you chatter on about it all the time but I’ve never really paid attention.
34646,Raj,What does hit a reef mean?
34647,Leonard,You got it you girls are in charge.
34648,Penny,I know. Then you’ll finally stop talking about it.
34649,Leonard,I’m not going out tonight Raj.
34650,Raj,You know I recently read a fascinating article on infidelity among penguins.
34651,Leonard,Yeah maybe. Open it first.
34652,Sheldon,Gotcha.
34653,Penny,Oh no no no a bunch of us from work are going to Disneyland next Saturday and Sheldon wants to come.
34654,Sheldon,I’ve never slept on an air mattress before. No lumbar support whatsoever.
34655,Penny,Look Sheldon sweetie I know you’re feeling insecure but we’ve really got to go to sleep.
34656,Sheldon,Your turn Leonard.
34657,Leonard,Oh come on.
34658,Sheldon,There are more things in heaven and earth Horatio than are dreamt of in your philosophy.
34659,Penny,‘Course I heard about it. How did you hear about it?
34660,Leonard,Howard can’t you see she’s using you?
34661,Leonard,Yeah okay. No.
34662,Leonard,Can you please live with us forever?
34663,Raj,Uh okay that’s a separate issue. Let’s put a pin in that and just focus on the passive thing.
34664,Howard,You didn’t ask her out but that was a lot of sounds.
34665,Penny,Both.
34666,Leonard,Penny is an amazing shot. I think we have a real chance to win this week.
34667,Howard,Blowing the gates. Control shift B! Oh my God so many goblins!
34668,Sheldon,All right.
34669,Raj,Wha… You’re kidding!
34670,Sheldon,Amy I must say I was sceptical at first but this has truly been a transformative evening.
34671,Sheldon,Curses.
34672,Penny,You know I have always wanted to see a big science lab.
34673,Leonard,That’s just Sheldon backwards.
34674,Sheldon,Yeah I don’t think I can.
34675,Sheldon,Stuart please. You’re being rude.
34676,Leonard,Thanks Penny.
34677,Sheldon,Is my hamburger medium well?
34678,Raj,Be careful.
34679,Sheldon,I’m sensing awkwardness am I right?
34680,Sheldon,Droll.
34681,Sheldon,But you got it right?
34682,Sheldon,Oh very well. I can’t keep up this clever charade any longer. She told me that you were thinking of ending it with Leonard.
34683,Raj,Although it was already under control.
34684,Penny,Okay. Um let’s try this. Think of yourself as one of those limited edition toys people like to collect.
34685,Penny,No don’t.
34686,Leonard,You need to let it go Sheldon.
34687,Sheldon,This is not a sarape. This is a poncho. A sarape is open at the sides a poncho is closed this is a poncho and neither is a reason to call someone’s mother.
34688,Leonard,I was actually thinking about going.
34689,Penny,Okay hmm scented candles fuzzy slippers ooh floral bed sheets?
34690,Penny,Yeah sure come on in.
34691,Leonard,And there goes our hike.
34692,Penny,I’m not scared. I would’ve gone all Nebraska on their asses.
34693,Leonard,Hello.
34694,Sheldon,Because it’s a story of a pretty blonde girl tirelessly pursued by a small oddly-shaped man?
34695,Sheldon,Ooh we already have our first call.
34696,Leonard,Well I do know that it won’t be from an asteroid strike.
34697,Sheldon,Surprisingly yes.
34698,Leonard,All I’m saying is give me a heads-up.
34699,Sheldon,No once again I’m throwing you a bone. And once again you are welcome.
34700,Leonard,No.
34701,Leonard,You’re kidding. You have your own book?
34702,Howard,I don’t think we’re going to do that.
34703,Sheldon,I can’t sleep.
34704,Leonard,What?
34705,Raj,I am a man who can’t talk to women trying to figure out how to go on a romantic date with a girl who suffers from such crippling social anxiety she can’t be around other people.
34706,Penny,It’s nine o’clock.
34707,Sheldon,It’s not the same thing. I don’t think you know how I feel at all.
34708,Leonard,We’re not getting caught.
34709,Sheldon,Yes. I’m filling in for her husband who’s recovering from a horrible motorcycle accident. Lucky duck.
34710,Sheldon,Yeah. Shoulda woulda coulda Raj.
34711,Raj,Wait hold on. This is weird.
34712,Howard,In more ways than one. He’s a very handsome man.
34713,Raj,Oh we could play filk music.
34714,Raj,Come on. Don’t make me beg. And I’m from India so I know how to do it.
34715,Penny,Mm.
34716,Sheldon,I have many. My most treasured is an autographed napkin given to me by my very thoughtful friend Penny. That’s her over there.
34717,Penny,S’up?
34718,Sheldon,Here.
34719,Penny,Hey.
34720,Sheldon,You take that back.
34721,Sheldon,You too. Oh don’t forget. Tuesday the air filters need to be changed.
34722,Sheldon,Gentlemen I know we said we’d take turns but I think you’d agree that practicality dictates it remain here.
34723,Penny,Go Sports?
34724,Sheldon,Okay. I think we’ve found the problem here. It’s not the table at all. It’s you.
34725,Sheldon,It’s partially torn off but the segment that remains reads property of and the letter U.
34726,Sheldon,No I’ll be okay. But I think that I’d like to send the ring back to you.
34727,Leonard,Not only did Sheldon save my life he didn’t rat me out to the landlord. Or the police. Or Homeland Security.
34728,Penny,No music it is.
34729,Penny,Yeah I know right?
34730,Sheldon,Did you protest?
34731,Sheldon,Welcome aboard old chum.
34732,Sheldon,He is Mr. Earl Jones he is.
34733,Sheldon,Oh really? Well how about now?  And you got me nothing. Christmas is ruined. Let’s never speak of it again. Well this was fun.
34734,Sheldon,He’s right Leonard. The paradigm is to the death.
34735,Leonard,Oh my god you’re breaking up with me! Why would you take me out shopping and then break up with me? That is so cruel.
34736,Sheldon,So they’re requesting that the white boy play the funky music yes?
34737,Penny,Oh yeah no I I’m I’m glad.
34738,Sheldon,You know deep-sea divers holding their breath for several minutes have shown elevated markers of a protein that can signal brain damage.
34739,Sheldon,Oh did you hear that? We’re getting the friends and family discount. We are honoured and we will take it.
34740,Penny,Hey.
34741,Penny,Oh that’s amazing
34742,Sheldon,So what do you think?
34743,Leonard,Uh well it’s not May the fifth and it’s not May the third. It’s May the fourth.
34744,Sheldon,Excuse me. Hey how you doin’?
34745,Raj,Thank you.
34746,Howard,Spring wedding?
34747,Raj,Go out with me on one date and I promise you you’ll see.
34748,Sheldon,The same way any normal person would. I feel like I want to peel off my own face and tear it in two and then again and again until I have a handful of Sheldon-face confetti.
34749,Leonard,So we’re still getting married?
34750,Sheldon,Formal protest.
34751,Penny,Of course you did. Your hands are softer than veal.
34752,Sheldon,The question you should be asking is what is their problem with me? My first memory a hummingbird dive-bombing my stroller to get at the apple juice in my sippy cup.
34753,Penny,You only watch what you eat when you’re afraid you might have to take your shirt off.
34754,Leonard,Let’s just start the experiment.
34755,Penny,Yes.
34756,Penny,You know I’m not sure the manager hasn’t posted the schedule yet how about I let you know.
34757,Leonard,So Howard Wolowitz tying the knot. Leaving his crazy bachelor days behind. He was a wild one. Well I guess we all kind of were. I remember this one time I was with this girl at the beach. We were in the ocean and we started making out. I know it was crazy. I wasn’t even wearing my Aquasocks. Then…
